index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
1846,408-3186160-5809138,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563.0,DEHRADUN,UTTARAKHAND,248002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1847,402-3522843-5807532,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Shipped,1,INR,1115.0,DEHRADUN,UTTARAKHAND,248001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1848,408-2100329-5574743,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5022,MEN5022-KR-XXL,kurta,XXL,B08YYRX2L6,Shipped,1,INR,0.0,JAIPUR,RAJASTHAN,302020.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship,null
1849,402-5886414-4634760,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471.0,CHENNAI,TAMIL NADU,600070.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1850,171-1883947-4978719,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-L,Top,L,B08ZHNGS54,Shipped,1,INR,432.0,SURAT,Gujarat,395009.0,IN,null,False,null,null
1851,407-3805157-5497936,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-XXXL,Set,3XL,B0983FS8GB,Shipped,1,INR,1432.0,Vadodara,Gujarat,390025.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1852,407-2954328-9057925,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XXXL,Set,3XL,B099NJBZMD,Shipped,1,INR,852.0,BENGALURU,KARNATAKA,560037.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1853,406-6968271-6138744,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET270,SET270-KR-PP-XXL,Set,XXL,B094FR5S1D,Shipped,1,INR,568.0,HYDERABAD,TELANGANA,500090.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1854,408-7416639-7336362,04-29-22,Shipped,Amazon,Amazon.in,Standard,JNE3523,JNE3523-KR-S,kurta,S,B08B3YN5Y8,Shipped,1,INR,0.0,AHMEDABAD,Gujarat,380015.0,IN,null,False,null,null
1855,406-5402864-8206726,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-XS,Set,XS,B0822TFD7Y,Shipped,1,INR,788.0,CHIRAWA,RAJASTHAN,333026.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1856,402-3638227-2604358,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Cancelled,0,null,null,DEHRADUN,UTTARAKHAND,248001.0,IN,null,False,null,null
1857,171-6158499-3489968,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0351,J0351-SET-XXXL,Set,3XL,B09CTB7JMG,Shipped,1,INR,771.0,GURUGRAM,HARYANA,122018.0,IN,null,False,null,null
1858,405-7764987-8273913,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET302,SET302-KR-PP-XXXL,Set,3XL,B09RKDPBQV,null,0,INR,894.29,HAZARIBAGH,JHARKHAND,825301.0,IN,null,False,Easy Ship,null
1859,407-3606312-2370741,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3869,JNE3869-DR-XXL,Western Dress,XXL,B09RK6NS3V,Shipped,1,INR,721.0,Hyderabad,TELANGANA,500032.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1860,404-4663992-9069152,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0204,J0204-TP-L,Top,L,B0965JHRDM,Shipped,1,INR,751.0,MUMBAI,MAHARASHTRA,400059.0,IN,null,False,null,null
1861,403-0802771-4781900,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Cancelled,0,null,null,PONDA,GOA,403401.0,IN,null,False,null,null
1862,405-9153899-6361938,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET209,SET209-KR-PP-XS,Set,XS,B099WYP44F,Shipped,1,INR,548.0,HOOVINA HADAGALLI,KARNATAKA,583219.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
1863,171-0006482-2020369,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3751,JNE3751-KR-XXXL,kurta,3XL,B09KXQ1919,Shipped,1,INR,368.0,HALDIA,WEST BENGAL,721607.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
1864,403-6265270-2449952,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399.0,Ratia,HARYANA,125051.0,IN,null,False,null,null
1865,407-8215291-1809169,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-XL,Top,XL,B0986XQG53,Shipped,1,INR,665.0,Kakkanadu.Ernakulam,KERALA,682030.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1866,408-8687080-8349954,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XL,Set,XL,B09CTFCW94,Shipped,1,INR,1033.0,INDRI,HARYANA,132041.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1867,171-0419597-6463550,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,THIRUVANANTHAPURAM,KERALA,695574.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1868,406-2932330-3321959,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Cancelled,0,null,null,CHIRAWA,RAJASTHAN,333026.0,IN,null,False,null,null
1869,407-8039203-5735504,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-L,kurta,L,B08WPR181B,Shipped,1,INR,429.0,CHENNAI,TAMIL NADU,600041.0,IN,null,False,null,null
1870,403-1727324-3527525,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XXXL,Set,3XL,B09RKF5R8S,Unshipped,1,INR,801.0,NEW DELHI,DELHI,110095.0,IN,null,False,null,null
1871,404-0566904-4825137,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-L,Top,L,B099S6795L,Shipped,1,INR,493.0,null,null,null,null,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1872,404-0566904-4825137,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,Shipped,1,INR,458.0,null,null,null,null,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1873,407-4731812-0569938,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-S,Top,S,B09875DFR2,Shipped,1,INR,625.0,THANE,MAHARASHTRA,400601.0,IN,null,False,null,null
1874,406-3754350-1921152,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE09210,JNE09210-PINK-SR-JP8101RNV,Saree,Free,B09HM2SNK4,Shipped,1,INR,819.0,BENGALURU,KARNATAKA,560078.0,IN,null,False,null,null
1875,402-3349161-5685163,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET348,SET348-KR-NP-XS,Set,XS,B09QJ4J3LH,Unshipped,1,INR,968.0,MUDHOL,KARNATAKA,587313.0,IN,null,False,null,null
1876,406-8311747-1761122,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626.0,Jodhpur,RAJASTHAN,342010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1877,406-8311747-1761122,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,Jodhpur,RAJASTHAN,342010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1878,403-5754463-8115536,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3822,JNE3822-KR-XXL,kurta,XXL,B09LV1SJKT,Shipped,1,INR,474.0,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
1879,171-0507987-9169958,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Shipped,1,INR,599.0,AURANGABAD,MAHARASHTRA,431001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1880,407-2296767-2362704,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3515,JNE3515-KR-XXL,kurta,XXL,B09812HV48,Shipped,1,INR,459.0,NEW DELHI,DELHI,110018.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
1881,407-7616127-7811558,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET171,SET171-KR-NP-XS,Set,XS,B0822TZN8Y,Shipped,1,INR,817.0,BHUBANESWAR,ODISHA,751002.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant SS-1640596961008,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,null
1882,406-8985324-3832360,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0336,J0336-TP-M,Top,M,B0986X1Z7J,Unshipped,1,INR,599.0,HYDERABAD,TELANGANA,500076.0,IN,null,False,null,null
1883,408-5610675-3253169,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Cancelled,0,null,null,MYSURU,KARNATAKA,570007.0,IN,null,False,null,null
1884,408-3787326-0340363,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-L,kurta,L,B08W8NPXMS,Shipped,1,INR,342.0,NELLORE,ANDHRA PRADESH,524001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
1885,402-7084917-5921944,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-S,Ethnic Dress,S,B0894WT213,Shipped,1,INR,845.0,BURDWAN,WEST BENGAL,713102.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1886,171-3236297-4706714,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-S,Top,S,B0943FN3W4,Shipped,1,INR,545.0,COIMBATORE,TAMIL NADU,641035.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1887,405-8285160-0214747,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0005,J0005-DR-S,Western Dress,S,B08B3YK5R3,Shipped,1,INR,899.0,COIMBATORE,TAMIL NADU,641027.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1888,171-5779109-0905928,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Shipped,1,INR,471.0,HYDERABAD,TELANGANA,500072.0,IN,null,False,null,null
1889,404-9908917-6100303,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376.0,JAIPUR,RAJASTHAN,302001.0,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,null,null
1890,403-5316845-2464355,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599.0,TIRUCHIRAPPALLI,TAMIL NADU,620017.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1891,171-9339107-1384320,04-29-22,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582.0,NEW DELHI,DELHI,110089.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1892,403-2000337-2867531,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XL,Top,XL,B08N4RDVZP,Shipped,1,INR,487.0,BENGALURU,KARNATAKA,560061.0,IN,null,False,null,null
1893,408-0812844-7818700,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXXL,kurta,3XL,B082W7Y2KY,Cancelled,0,null,null,BENGALURU,KARNATAKA,560077.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,null,null
1894,405-1228188-5297938,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET285,SET285-KR-SHA-L,Set,L,B099NJML8Z,Shipped,1,INR,499.0,JABALPUR,MADHYA PRADESH,482001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-N6QGG4HRHN6T4,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,null
